Monat Bedeckungsgrad Lufttemperatur Windstaerke Sonnenscheindauer Niederschlagshoehe
1985-10-15 3.42 -0.98 2.94 234.3 22.2
1985-11-15 5.59 -10.09 4.79 119.2 126.5
1985-12-15 5.51 -6.89 5.19 116.6 85.1
1986-01-15 6.45 -13.39 5.65 62.6 356.4
1986-02-15 4.22 -14.78 3.8 163.5 35.6
1986-03-15 5.25 -9.04 4 178.6 120.2
1986-04-15 6.23 -7.72 4.65 125.5 141.3
1986-05-15 6.01 -0.49 3.65 176.3 192.5
1986-06-15 5.74 0.38 3.42 188.9 118.1
1986-07-15 5.48 1.66 3.45 181.5 149.9
1986-08-15 5.62 2.61 3.68 182.2 203.4
1986-09-15 4.56 1.62 3.98 208.1 45.5
1986-10-15 3.65 -0.68 3.81 221.5 83
1986-11-15 3.88 -4.95 4.21 171.7 79
1986-12-15 5.38 -10.48 4.85 112.6 259.2
1987-01-15 4.82 -13.48 4.45 115 173.1
1987-02-15 5.58 -9.97 4.4 121.9 117.1
1987-03-15 5.61 -14.64 4.1 129.7 296.4
1987-04-15 5.17 -6.28 3.67 191 142.7
1987-05-15 6.54 -6.05 3.72 128.6 255.7
1987-06-15 6.81 -0.89 4.1 116.4 173.5
1987-07-15 5.93 3.12 3.66 188.9 199.4
1987-08-15 6.04 1.96 4.49 132.3 125.6
1987-09-15 4.49 2.76 4 198.3 81.2
1987-10-15 5.11 -0.66 4.43 161.5 43.6
1987-11-15 5.6 -7.58 4.3 98.2 259.7
1987-12-15 4.75 -6.72 4.34 118.8 172.4
1988-01-15 5.31 -9.05 5 109.7 163.4
1988-02-15 6.09 -12.88 4.92 97.1 292.3
1988-03-15 7.17 -12.91 5.24 74.8 453.2
1988-04-15 5.42 -5.64 3.44 189.1 101.9
1988-05-15 6.04 -0.93 3.18 180.7 127.6
1988-06-15 6.48 -0.68 3.24 135.2 217.2
1988-07-15 5.54 3.23 3.99 216.2 177.3
1988-08-15 5.19 3.47 3.46 201.9 176.2
1988-09-15 5.28 0.03 3.89 176.4 114.8
1988-10-15 5.15 -0.75 4.1 166.4 66
1988-11-15 4.34 -8.34 4 168.5 190.2
1988-12-15 6.06 -10.02 4.65 74.1 477.5
1989-01-15 2.11 -5.89 3.84 221.5 75.9
1989-02-15 4.61 -7.89 4.38 137.1 174.6
1989-03-15 5.15 -6.92 3.98 177.4 123.7
1989-04-15 6.57 -6.99 4.37 100.9 129.9
1989-05-15 5.4 -2.26 3.09 186.4 127.8
1989-06-15 6.63 -1.76 3.02 111.7 201.8
1989-07-15 6.69 2.26 3.32 112.6 287.1
1989-08-15 5.31 2.2 3.53 184.2 173.1
1989-09-15 4.86 0.32 3.08 179 177
1989-10-15 4.16 -1.93 4.06 200 129.7
1989-11-15 3.36 -7.08 3.76 190.9 84.2
1989-12-15 3.51 -5.87 4.61 175.8 70.4
1990-01-15 3.45 -7.99 4.11 179.4 48.4
1990-02-15 4.73 -6.84 5.03 144.2 154.7
1990-03-15 4.76 -7.23 4.11 200.8 134.4
1990-04-15 6.6 -8.04 3.59 117.8 205.6
1990-05-15 5.78 -1.83 2.86 192 91.3
1990-06-15 6.62 0.08 3.47 143.7 206.3
1990-07-15 4.88 2.72 3.26 243.3 129.6
1990-08-15 5.11 3.38 3.05 219.5 117.1
1990-09-15 6.45 -1.83 4.1 132.9 142.7
1990-10-15 4.63 -0.41 4.17 187.3 115
1990-11-15 5.61 -8.55 3.95 118.6 174.7
1990-12-15 5.14 -11.86 4.19 118.9 146.8
1991-01-15 3.53 -8.12 4.11 181.4 79.8
1991-02-15 4.63 -12.99 3.45 162.7 48.4
1991-03-15 5.61 -6.07 3.55 134.2 125.4
1991-04-15 5.81 -8.97 3.07 145.6 153.9
1991-05-15 6.58 -6.86 3.19 98.9 311.4
1991-06-15 6.83 -0.88 3.93 122.2 125.5
1991-07-15 5.46 4.31 2.98 212.1 173.8
1991-08-15 5.23 3.95 2.94 202.2 60.5
1991-09-15 5.19 2.04 3.31 158.2 85.6
1991-10-15 4.38 -3.31 3.68 187.5 54.2
1991-11-15 5.09 -7.1 4.31 93 157.1
1991-12-15 3.82 -9.47 4.35 145.2 399
1992-01-15 3.31 -7.89 3.95 173.3 21.9
1992-02-15 4.76 -10.34 3.88 118.5 219.4
1992-03-15 5.83 -9.81 4.05 117.2 284.2
1992-04-15 5.69 -7.16 3.79 149 213.1
1992-05-15 4.84 -0.62 2.69 227 20.1
1992-06-15 6.01 0.83 2.58 137.5 176.4
1992-07-15 5.43 4.05 2.92 199.6 191
1992-08-15 4.72 6.14 3.44 243.9 144.8
1992-09-15 4.72 0.65 3.48 178.5 104.5
1992-10-15 6.22 -5.05 4.3 84.2 147.2
1992-11-15 5.71 -5.55 4.65 86 366.4
1992-12-15 3.77 -7.14 3.74 146.1 114
1993-01-15 4.66 -8.05 4.81 133.9 142.5
1993-02-15 3.9 -9.78 3.2 168.7 154.6
1993-03-15 5.27 -11.1 3.61 147.7 232.9
1993-04-15 5.76 -6 3.31 164.4 259.1
1993-05-15 5.37 -0.66 3.02 211.1 79.3
1993-06-15 6.28 0.85 3.51 164.6 207.7
1993-07-15 6.16 1.27 3.36 145 263.5
1993-08-15 5.25 3.04 3.54 212.3 154.2
1993-09-15 6.17 -1.14 3.97 140.1 167.9
1993-10-15 5.32 -2.49 4.12 163.9 66.5
1993-11-15 4.59 -8.25 3.31 159.5 75.1
1993-12-15 6.55 -9.97 5.12 68.3 219.5
1994-01-15 6 -10.34 4.6 108.5 222.7
1994-02-15 5.73 -11.52 4.39 96.9 100.9
1994-03-15 6.55 -6.59 4.5 132.1 204.9
1994-04-15 6.52 -8.19 3.41 126.9 217.3
1994-05-15 6.19 -2.15 3.67 162.5 173.4
1994-06-15 6.09 0.83 3.49 164.8 152.7
1994-07-15 5.37 5.23 2.52 207.3 151.4
1994-08-15 5.9 4.26 3.59 198.5 156.8
1994-09-15 6.15 0.64 4.03 170.1 100
1994-10-15 5.07 -3.04 3.9 195.1 81.3
1994-11-15 6.08 -4.3 4.31 108.3 166.8
1994-12-15 5.14 -8.14 4.56 121.3 166.8
1995-01-15 5.54 -12.88 4.77 97.2 303.5
1995-02-15 6.36 -8.84 4.92 89.6 126.4
1995-03-15 5.66 -12.12 4.48 154.6 312.8
1995-04-15 6.9 -7.06 4.27 100.7 348.2
1995-05-15 6 -2.72 3.42 180.3 190.8
1995-06-15 6.59 -1.11 3.24 111.9 264.6
1995-07-15 4.97 5.41 2.75 222.8 154.5
1995-08-15 6.26 1.86 2.84 118.7 365.8
1995-09-15 5.98 -2.73 3.86 114.9 101.5
1995-10-15 3.83 1.79 3.38 262.9 13.2
1995-11-15 5.03 -8.38 4.26 127.7 244.4
1995-12-15 5.66 -9.95 4.5 112.9 149.9
1996-01-15 3.99 -7.15 4.03 175.1 27.7
1996-02-15 5.09 -13.69 4.23 141.2 92
1996-03-15 5.41 -11.81 3.76 189 140.8
1996-04-15 5.81 -6.16 3.1 200.4 109.1
1996-05-15 6.02 -1.88 3.73 178.4 194.3
1996-06-15 5.62 1.67 3.03 184.7 148.4
1996-07-15 5.77 1.35 3.54 175.6 192
1996-08-15 6.19 1.84 2.84 116.6 216.3
1996-09-15 6.6 -3.75 3.55 107.6 227.4
1996-10-15 5.2 -3.23 3.87 179.5 196.3
1996-11-15 5.94 -8.03 5.16 112 218.9
1996-12-15 5.3 -8.65 4.02 126.3 108.5
1997-01-15 3.74 -6.96 4.14 181.5 7.2
1997-02-15 5.14 -8.63 4.81 147.6 156.2
1997-03-15 5.82 -7.68 3.96 128.2 347.9
1997-04-15 5.74 -9.73 3.69 167.8 310.3
1997-05-15 5.75 -2.35 3.94 222.1 96.6
1997-06-15 7.06 0.77 3.8 111.8 143.2
1997-07-15 6.5 0.9 3.57 127.6 240.3
1997-08-15 5.37 3.85 2.7 162.2 104.7
1997-09-15 3.63 3.26 3.28 284.9 33.5
1997-10-15 4.85 -3.36 4.14 185.3 172.9
1997-11-15 4.88 -6 3.94 150.3 104.4
1997-12-15 6.34 -9.75 4.84 85.3 254.1
1998-01-15 4.6 -9.09 4.54 164.9 145.2
1998-02-15 3.42 -5.96 4.14 226.5 34.8
1998-03-15 6.06 -10.52 4.24 137.4 287.9
1998-04-15 6.39 -6.97 4.18 146.9 134.3
1998-05-15 5.96 -1.95 2.98 185.8 140.3
1998-06-15 6.21 1.47 3.75 166.1 261.6
1998-07-15 6.45 2.9 3.94 133.7 174.7
1998-08-15 5.27 3.89 3.33 211.9 138.4
1998-09-15 6.05 -0.49 4 130.7 264.6
1998-10-15 6.97 -4.15 5.15 87.8 226.5
1998-11-15 5.87 -10.89 4.56 106.2 199
1998-12-15 5.19 -9.97 4.97 135.3 171.6
1999-01-15 5.28 -9.28 5.18 134.5 167.2
1999-02-15 6.73 -14.03 5.19 80.1 363.7
1999-03-15 5.4 -8.97 4.45 177.8 171.9
1999-04-15 6.21 -6.63 3.78 143.4 198.9
1999-05-15 5.88 -0.27 4.03 174.5 347.5
1999-06-15 6.37 -0.05 3.66 148.2 214.6
1999-07-15 5.69 3.37 3.47 180.6 118.8
1999-08-15 6.23 3.28 3.82 124.5 159
1999-09-15 5.1 2.51 3.71 187 114.3
1999-10-15 4.96 -2.21 4.4 186.8 59.8
1999-11-15 4.98 -8.28 3.95 139.7 225.9
1999-12-15 6.15 -11.45 5.3 80.4 211.6
2000-01-15 4.04 -11.49 4.52 166.4 175.6
2000-02-15 6.06 -10.41 5.16 109.8 306.3
2000-03-15 6.11 -9.81 5 125.7 448.7
2000-04-15 5.46 -4.79 4.27 188.2 85.8
2000-05-15 6.1 -0.47 3.55 173 172.4
2000-06-15 5.44 2.47 3.4 202.2 114.6
2000-07-15 6.92 0.17 4.11 111.1 267.1
2000-08-15 4.88 4.25 3.4 218.8 178.9
2000-09-15 5.25 0.94 4.14 183.8 156.2
2000-10-15 6.01 -1.83 4.52 135.5 139.4
2000-11-15 5.61 -6.8 5.1 124.4 83
2000-12-15 5.35 -7.8 4.87 121.4 105.7
2001-01-15 5.4 -10.07 4.79 125.8 100.4
2001-02-15 5.61 -10.86 4.59 132 211.2
2001-03-15 6.78 -7.23 5.37 90.4 228.6
2001-04-15 6.71 -8.86 4.03 126.2 366.9
2001-05-15 5.6 -0.17 3.48 208.4 72.6
2001-06-15 6.3 -1.19 4.13 148.5 346.2
2001-07-15 5.58 3.2 3.65 179.7 102.2
2001-08-15 5.07 5.07 3.45 204.3 171.2
2001-09-15 6.95 -3.55 4.57 57.7 346.1
2001-10-15 4.38 0.99 4.45 219.5 58
2001-11-15 4.77 -7.63 4.4 145.5 286.4
2001-12-15 5.01 -13.17 4.94 112.1 241.9
2002-01-15 3.88 -8.51 4.68 186.8 56.2
2002-02-15 6.52 -8.56 5.68 78.6 183.2
2002-03-15 4.79 -7.33 4.42 227.3 307.6
2002-04-15 5.52 -7.28 3.63 185.7 147.6
2002-05-15 6.11 -1.22 4.1 185.7 83.3
2002-06-15 5.71 3.19 3.87 196 158.2
2002-07-15 5.7 3.38 3.94 188.2 225.1
2002-08-15 5.87 3.07 3.19 134.1 187.4
2002-09-15 5.32 -1.42 3.57 157.1 234.5
2002-10-15 6.09 -3.28 5.26 135.1 161.3
2002-11-15 6.4 -6.37 5.53 84.1 306.6
2002-12-15 5.33 -7.99 4.61 112.2 175.2
2003-01-15 5.35 -12.08 4.71 117.9 202.9
2003-02-15 2.8 -12.77 4.36 214.9 193
2003-03-15 4.4 -7.87 3.9 236.2 88.4
2003-04-15 5.78 -7.43 4.3 194.5 201.3
2003-05-15 6 -0.24 4.1 200.4 149.2
2003-06-15 5.77 5.49 3.43 195.6 97
2003-07-15 6.1 3.69 3.55 144.9 144.1
2003-08-15 4.43 6.56 3.35 236.6 93.8
2003-09-15 4.48 0.74 3.3 205.8 148.2
2003-10-15 4.81 -5.33 4.74 164.8 302
2003-11-15 4.75 -4.24 4.83 151.3 78
2003-12-15 5.28 -8.51 5.12 117.4 183.1
2004-01-15 6.64 -13.05 5.32 86.8 322.3
2004-02-15 5.78 -11.18 5.17 124.5 134.3
2004-03-15 4.95 -9.81 4.16 198.7 205.8
2004-04-15 6.02 -6.73 3.87 176.6 134.6
2004-05-15 6.27 -4.6 3.55 141.7 146
2004-06-15 6.29 0.09 3.93 140.8 230.5
2004-07-15 5.96 2.43 4 160.7 223.2
2004-08-15 6.09 3.63 4 161.4 205
2004-09-15 4.96 1.21 3.83 188.8 160.1
2004-10-15 6 -0.9 4.61 148.5 59.2
2004-11-15 6.09 -7.98 5.09 94.9 194.1
2004-12-15 3.88 -7.44 NA 172.1 78.1
2005-01-15 4.99 -12.27 4.84 133 245.2
2005-02-15 4.74 -16.02 4.07 153.2 204
2005-03-15 5.77 NA 4.35 181 198.3
2005-04-15 5.74 -6.41 4.1 160.1 180.3
2005-05-15 5.79 -1.95 3.9 195.9 248.5
2005-06-15 6.25 1.46 3.53 148 118.2
2005-07-15 6.28 2.6 4.1 145.9 208.2
2005-08-15 6.29 1.29 3.68 118.2 295.1
2005-09-15 5.08 1.36 3.2 178.4 102.1
2005-10-15 3.76 0.84 3.81 228.1 48
2005-11-15 5.24 -8.29 3.83 145.1 135.6
2005-12-15 5.32 -12.86 4.48 124.8 261.4
2006-01-15 3.54 -10.71 4.26 198.6 156.2
2006-02-15 5.4 -12.49 4.68 136.1 146.3
2006-03-15 5.84 -11.24 4.83 125.7 202.1
2006-04-15 6.07 -6.78 4.03 138.4 212.1
2006-05-15 6.47 -2.8 4.19 151.3 202.7
2006-06-15 5.62 1.52 3.27 213 195
2006-07-15 4.4 6.55 2.61 253.3 111
2006-08-15 7.12 -0.83 4.23 79 285.2
2006-09-15 4.57 4.2 3.6 215.8 66.9
2006-10-15 4.7 0.94 4.45 196.7 56.4
2006-11-15 5.37 -4.97 4.97 130.1 220.2
2006-12-15 3.37 -6.27 4.74 188.3 64.2
2007-01-15 5.92 -8.5 5.74 98.7 207.5
2007-02-15 5.39 -8.2 5.04 138.5 166.6
2007-03-15 5.12 -8.93 4.35 179.6 199.9
2007-04-15 3.36 -2.11 3.2 281.8 14.1
2007-05-15 6.05 -1.12 4.06 165.3 303.9
2007-06-15 6.31 2.28 3.63 157.8 152.2
2007-07-15 5.74 2.89 4.32 192.8 212.1
2007-08-15 5.62 2.91 3.48 171.3 179.8
2007-09-15 5.66 -2.03 4.27 141.2 310.8
2007-10-15 4.46 -2.55 3.71 199.1 99.9
2007-11-15 5.39 -8.64 4.9 107.8 306.6
2007-12-15 4.54 -9.91 5.03 132.3 180.9
2008-01-15 5.26 -7.96 5.45 157.4 108.2
2008-02-15 3.59 -7.81 4.54 200.17 84
2008-03-15 6.62 -11.4 5 113 306.9
2008-04-15 6.61 -7.47 4.27 136 360.8
2008-05-15 5.6 -0.68 3.55 186.32 49.4
2008-06-15 6.34 2.44 3.37 136.7 109.3
2008-07-15 6.03 2.73 3.58 156.3 280.1
2008-08-15 5.42 3.75 3.68 212.5 210.7
2008-09-15 5.58 -0.46 3.7 166.23 102.3
2008-10-15 5.11 -1.4 4.35 170.2 89.4
2008-11-15 5.19 -7.6 4.4 149.1 140.2
2008-12-15 5.1 -9.94 5.03 122.9 221.6
2009-01-15 3.8 -10.83 4.13 170.2 56.4
2009-02-15 6.19 -13.5 4.64 95.4 307.4
2009-03-15 6.44 -10.89 4.65 118.8 326.2
2009-04-15 4.83 -4.3 3.77 219 82.6
2009-05-15 5.91 -0.44 3.94 198.5 128
2009-06-15 6.93 0.14 3.97 102.2 231.8
2009-07-15 6.14 3.35 4.06 149.8 154.6
2009-08-15 5.09 5.28 3.35 206.2 167.6
2009-09-15 5.06 1.77 3.23 196.3 82
2009-10-15 5.59 -3.98 4.13 157.8 249.6
2009-11-15 5.5 -5.35 5.07 120.1 117.4
2009-12-15 5.98 -12.02 4.77 102 167.5
2010-01-15 5.48 -13.38 4.1 129.4 105.2
2010-02-15 5.48 -12.39 4.86 149.2 86.7
2010-03-15 5.69 -11.02 4.77 180.2 143
2010-04-15 5.39 -6.44 3.33 199.4 139.7
2010-05-15 7.27 -3.7 3.65 91.2 248
2010-06-15 5.59 1.55 3.4 188.7 205
2010-07-15 5.43 4.66 3.23 200.9 173.5
2010-08-15 6.69 2.1 4.23 111.7 297.3
2010-09-15 6.02 -1.32 3.7 152.4 102.7
2010-10-15 4.55 -2.86 4.1 200.8 166.7
2010-11-15 6.16 -7.61 4.77 113.5 114.7
2010-12-15 6.16 -13.32 5.23 78.2 166.5
2011-01-15 4.7 -10.5 4.68 151.8 144.7
2011-02-15 4.94 -9.49 4.18 157.8 63.4
2011-03-15 4.56 -7.46 4.23 230.6 119.6
2011-04-15 5.06 -4.06 3.3 220.9 82.2
2011-05-15 5.52 -0.82 3.23 227.5 215.9
2011-06-15 6.86 1.63 3.83 123.9 176.2
2011-07-15 6.63 1.1 3.71 128.6 183.1
2011-08-15 4.7 4.9 4.16 239.2 161.8
2011-09-15 4.44 3.64 4 217 129.5
2011-10-15 3.4 -0.98 3.74 238.4 156.4
2011-11-15 3.3 -1.16 3.6 232.8 0
2011-12-15 6.55 -9.45 5.32 74.3 362.9
2012-01-15 5.85 -11.31 4.97 96.7 384.2
2012-02-15 5.54 -14.58 4.38 143.2 129.5
2012-03-15 3.94 -5.91 3.77 263.4 81.3
2012-04-15 6.25 -6.54 4.5 186 178.9
2012-05-15 6.12 -1.56 3.55 185.4 150.1
2012-06-15 6.09 3.11 4.27 193.9 194.9
2012-07-15 6.16 3.86 4.1 160 167.7
2012-08-15 5.13 5.68 3.71 218 265.2
2012-09-15 5.22 2.08 4.2 205.3 123.4
2012-10-15 4.77 -0.78 4.52 181.1 118
2012-11-15 4.93 -3.59 4.4 160.2 75.4
2012-12-15 6.49 -11.47 5.06 75.3 288
2013-01-15 6.18 -10.58 4.61 96.7 208
2013-02-15 5.46 -14.49 4.25 119.2 195.9
2013-03-15 5.84 -9.59 4.45 147.5 102.4
2013-04-15 5.73 -4.37 4.23 181.2 44.3
2013-05-15 6.82 -3.69 3.61 115.4 297.8
2013-06-15 6.28 0.67 NA 153.9 276.7
2013-07-15 NA 4.92 3.1 221.4 83.4
2013-08-15 5.63 4 3.35 185.4 118.3
2013-09-15 6.04 0.57 4.1 128.5 241.7
2013-10-15 5.34 -1.02 4.65 179.5 123.8
2013-11-15 5.35 -7.41 4.57 124.9 165.2
2013-12-15 4.18 -6.57 4.87 170.1 47.9
2014-01-15 6.01 -8.51 4.84 110.9 121.4
2014-02-15 5.54 -9.02 4.71 143.2 82.8
2014-03-15 4.12 -6.09 3.97 240.8 138.6
2014-04-15 6.52 -4.83 3.47 131 176.6
2014-05-15 6.72 -3.34 3.74 149.3 271.1
2014-06-15 5.96 1.1 3.2 170.7 128.3
2014-07-15 6.46 3.17 3.39 122.7 381.4
2014-08-15 6.83 1.38 4 105.9 173.6
2014-09-15 6.19 0.98 3.07 131.7 122.3
2014-10-15 5.18 -0.73 4.52 154.1 151.7
2014-11-15 5.76 -2.68 4.6 133.2 51
2014-12-15 6.29 -9.06 4.84 69.3 171.1
2015-01-15 6.02 -10.75 5.13 110.2 201.6
2015-02-15 4.06 -10.76 4.21 170.3 78.6
2015-03-15 5.33 -8.51 NA 181 178.7
2015-04-15 5.48 -6.7 4 222.5 156.3
2015-05-15 7 -1.73 4.06 126.2 314
2015-06-15 6.26 2.15 3.5 168.7 167.2
2015-07-15 5.13 6.49 3.71 219.6 105.9
2015-08-15 4.86 6.01 3.23 197.5 146.2
2015-09-15 5.67 -0.87 3.87 157.5 137.4
2015-10-15 4.74 -2.13 3.87 186.9 80.1
2015-11-15 4.88 -4.1 4.77 149.1 110
2015-12-15 3.76 -3.24 4.16 189.9 44.1
2016-01-15 6.23 -10.56 5.03 83.2 260.6
2016-02-15 6.55 -9.55 5.31 91 225
2016-03-15 4.95 -10.01 4.23 179.5 124.4
2016-04-15 6.08 -5.4 4.57 157.1 145.4
2016-05-15 6.26 -2.77 3.84 153.9 324.2
2016-06-15 6.52 1.35 3.4 123.5 207.2
2016-07-15 6.56 3.87 3.48 144 183.2
2016-08-15 5.44 3.98 3.29 177.1 163.8
2016-09-15 4.91 2.42 3.5 186 88.2
2016-10-15 6.16 -4.21 3.87 131.6 86.5
2016-11-15 5.62 -6.84 4.83 114.6 100.5
2016-12-15 3.63 -5.9 3.9 199.2 23.6
2017-01-15 4 -12.28 4.52 171.9 222.3
2017-02-15 NA -7.8 4.54 154.9 95.4
2017-03-15 5.78 -6.31 4.71 206.8 219.9
2017-04-15 5.97 -7.47 4.1 159.1 237.4
2017-05-15 5.72 -1.33 3.55 197.9 156.3
2017-06-15 6.4 3.46 3.87 167.4 120
2017-07-15 6.41 3.56 3.97 151.5 234.5
2017-08-15 5.57 5.4 3.74 205.8 168.6
2017-09-15 6.53 -2.23 3.8 110 216.9
2017-10-15 4.84 -2 4.42 190.1 217.9
2017-11-15 6.16 -7.88 4.57 103.9 253.1
2017-12-15 5.35 -11.43 5.1 122.9 215.2
2018-01-15 5.58 -8.73 5.55 118.6 295.6
2018-02-15 4.97 -14.76 3.96 158.2 86
2018-03-15 6.59 -9.82 4.42 123.6 148.4
2018-04-15 5 -1.91 4.33 261.7 34.1
2018-05-15 5.94 0.36 3.29 196.4 149.8
2018-06-15 NA 2.08 2.8 162.4 142.5
2018-07-15 NA 3.95 2.94 158.2 128.1
2018-08-15 6.02 5.24 2.97 175.8 213.3
2018-09-15 NA 2.51 3.17 214.4 103
2018-10-15 3.87 -0.86 3.65 219.3 65.4
2018-11-15 5.22 -4.46 3.93 171.2 19.8
2018-12-15 6.24 -9.6 4.29 82.8 361.7
2019-01-15 NA -14.44 3.97 110.2 483.5
2019-02-15 4.72 -7 3.79 189.6 128.3
2019-03-15 5.34 -8.28 4.35 187.5 219.3
2019-04-15 5.22 -5.35 3.5 210.5 150
2019-05-15 6.67 -5.46 3.1 122.3 447.8
2019-06-15 3.92 5.45 3.37 311.6 84.6
2019-07-15 6.47 4.32 3 165.4 146.8
2019-08-15 6.04 4.9 3.23 186.4 160.7
2019-09-15 5.41 1.49 3.37 179 152.7
2019-10-15 5.31 -0.01 4.32 163.8 208.1
2019-11-15 6.14 -6.88 4.63 103.2 156.6
2019-12-15 NA -7.18 4.39 120.3 220.8
2020-01-15 4.12 -6.51 4.03 177 119.3
2020-02-15 NA -8.4 5.17 108.3 318.7
2020-03-15 NA -8.92 3.61 184.4 146.7
2020-04-15 4.19 -3.07 2.9 239.3 76.8
2020-05-15 6.24 -2.42 3.19 173.3 97.5
2020-06-15 6.25 1.03 2.97 153 291.8
2020-07-15 5.75 3.44 3.03 184.5 158.8
2020-08-15 5.36 4.81 2.87 174.5 195.3
2020-09-15 5 2.33 2.9 183.3 179
2020-10-15 5.93 -3.62 3.9 129.6 172.7
2020-11-15 2.99 -2.37 3.2 212.1 50.1
2020-12-15 5.45 -8.54 4.19 106.7 121.9
2021-01-15 5.94 -13.04 4.13 110.5 247.3
2021-02-15 4.25 -7.14 4.25 181.2 74.7
2021-03-15 5.17 -9.96 3.29 176.6 NA
2021-04-15 NA -9.37 NA 193.2 131.3
2021-05-15 6.61 -5.23 4.16 145.6 248.3
2021-06-15 5.56 3.95 2.93 217 127.8
2021-07-15 5.97 3.78 3.55 160.7 236.9
2021-08-15 6.38 2.02 3.29 145.7 243.2
2021-09-15 4.31 2.41 2.93 238.8 115
2021-10-15 4.69 -2.07 3.81 194.7 68.4
2021-11-15 4.96 -5.49 3.47 139.9 143.9
2021-12-15 5.12 -8.46 3.97 116.8 217.7
2022-01-15 NA -9.71 NA 154.1 188.8
2022-02-15 NA -9.96 4.64 138.1 310.4
2022-03-15 2.95 -7 2.94 281 30.9
2022-04-15 5.86 -6.36 3.3 186.6 118.8
2022-05-15 6.29 0.09 3.03 165.9 147.8
2022-06-15 5.36 4.42 3.4 213.3 145.2
2022-07-15 NA 5.07 3 208.4 85.6
2022-08-15 4.8 4.92 2.42 217.4 188
2022-09-15 6.33 -1.25 3.5 108.2 237.9
2022-10-15 5.36 1.4 3.94 180.2 112.7
2022-11-15 6 -5.63 3.6 127.2 144.8
2022-12-15 6.16 -7.98 4.68 87.9 110.1
2023-01-15 5.85 -10.38 4.26 118 123.4
2023-02-15 4.7 -8.73 3.75 159.4 156.2
2023-03-15 6.44 -7.92 4.58 147.1 235.6
2023-04-15 6.64 -8.04 3.47 124.5 305
2023-05-15 6.1 -1.44 NA 165.65 279.6
2023-06-15 5.01 2.85 2.57 224.12 125.9
2023-07-15 6.03 4.44 3.81 195.53 171.6
2023-08-15 5.66 4.58 3.23 178.93 265.7
2023-09-15 3.9 5.5 3 245.22 88.3
2023-10-15 5.76 0.45 4.42 183.92 83.8
2023-11-15 6.5 -8.67 4.9 73.62 396.4
2023-12-15 NA -7.46 4.71 99.52 261.2
2024-01-15 5.04 -8.81 4.39 131.5 203.2
2024-02-15 6.42 -6.88 4.48 106.2 150
2024-03-15 6.16 -7 4.32 NA 204
2024-04-15 NA -5.07 4.13 182.7 196.8
2024-05-15 NA -1.45 NA 156 249.1
2024-06-15 6.61 2.54 3.77 144.2 244
2024-07-15 5.85 5.63 3.39 200.2 160.8
2024-08-15 4.93 7.27 3.1 219.9 149.9
2024-09-15 5.68 -0.13 3.73 159.68 295.1
2024-10-15 5.44 -0.03 3.87 156.55 154.8
2024-11-15 3.71 -4.29 3.83 215.1 87.4
2024-12-15 4.3 -8.11 3.87 127.82 220.7
